uid,programme,plu_or_module_code,plu_or_module_title,element_title,outcome_code,outcome_text,sort_order
b073b9f2a86c,SC_L2LP,SC_L2LP-DRAMA,Drama,,g.,identify drama conventions to be used in a piece of drama,7
82b6c4f151fb,SC_L2LP,SC_L2LP-DRAMA,Drama,,h.,"demonstrate how sound, gesture, voice, movement and space are used in drama for effect",8
1ee4dc7d6d4e,SC_L2LP,SC_L2LP-DRAMA,Drama,,i.,"in scripted contexts, use drama techniques (voice, body, movement, space) to communicate a character or a mood",9
5304a7356d9c,SC_L2LP,SC_L2LP-DRAMA,Drama,,j.,distinguish between different tones and actions and how they convey emotions in drama,10
405a913832b2,SC_L2LP,SC_L2LP-DRAMA,Drama,,k.,"use sounds, voice or facial expression to show their role and situation in drama",11
d7f83991eb26,SC_L2LP,SC_L2LP-DRAMA,Drama,,l.,participate in creating and performing a piece of drama individually and/or in a group,12
9c58ba557356,SC_L2LP,SC_L2LP-DRAMA,Drama,,m.,rehearse and perform sequences or excerpts,13
77a39eaa85d8,SC_L2LP,SC_L2LP-DRAMA,Drama,,n.,"contribute and develop ideas in drama, using personal experience and imagination",14
299e83c8cad1,SC_L2LP,SC_L2LP-DRAMA,Drama,,o.,create and perform a short dramatic piece based on their own ideas (experienced or imagined) or other stimuli,15
f072788992d2,SC_L2LP,SC_L2LP-DRAMA,Drama,,p.,evaluate a performance they have viewed or participated in,16
9398fc496c20,SC_L2LP,SC_L2LP-DRAMA,Drama,,q.,consider the role of other players or characters in the piece of drama,17
d48e6a2ef70f,SC_L2LP,SC_L2LP-DRAMA,Drama,,r.,"create an improvisation based on their imagination, an event, personal experience or a prescribed scene",18
a31395270b80,SC_L2LP,SC_L2LP-DRAMA,Drama,,s.,describe how music or dance is used for effect in a piece of drama,19
e8f918e041cc,SC_L2LP,SC_L2LP-DRAMA,Drama,,t.,choose music or dance to enhance a piece of drama and explain choice of music or dance for drama.,20
41c7f2315794,SC_L2LP,SC_L2LP-LITERATURE,Literature,,a.,independently choose a piece of literature for pleasure,1
784863df945a,SC_L2LP,SC_L2LP-LITERATURE,Literature,,b.,identify a piece of literature on a certain theme or for a certain purpose,2
4de9a702de4f,SC_L2LP,SC_L2LP-LITERATURE,Literature,,c.,"recognise that language in literature varies according to the speaker, character, audience and purpose and genre of text",3
9648c8af5e57,SC_L2LP,SC_L2LP-LITERATURE,Literature,,d.,recognise basic literary features to support enjoyment and understanding of literature,4
28e670ee51cf,SC_L2LP,SC_L2LP-LITERATURE,Literature,,e.,identify and extract relevant information or key points from a piece of literature,5
0a377f424cbb,SC_L2LP,SC_L2LP-LITERATURE,Literature,,f.,discuss different characters and ideas within a piece of literature,6
62a3f3aa2fd1,SC_L2LP,SC_L2LP-LITERATURE,Literature,,g.,communicate personal responses and ideas and support opinion,7
5f751d3b0d60,SC_L2LP,SC_L2LP-LITERATURE,Literature,,h.,attend and respond to others’ opinions on characters and ideas in a piece of literature,8
bf1578bf78d8,SC_L2LP,SC_L2LP-LITERATURE,Literature,,i.,discuss how texts can explore others’ experiences and points of view,9
d69cd5f5978c,SC_L2LP,SC_L2LP-LITERATURE,Literature,,j.,identify their preferred genres or types of literature,10
8138b6b50b02,SC_L2LP,SC_L2LP-LITERATURE,Literature,,k.,use grammar and punctuation to support meaning in a piece of writing,11
58b484734dfe,SC_L2LP,SC_L2LP-LITERATURE,Literature,,l.,create a piece of literary text for a particular purpose and audience and present it to others,12
a92a9bcfa40f,SC_L2LP,SC_L2LP-LITERATURE,Literature,,m.,express and support a personal point of view,13
1fa0edef6c4c,SC_L2LP,SC_L2LP-LITERATURE,Literature,,n.,create a personal response to characters and ideas from a piece of literature,14
d1c175a68b80,SC_L2LP,SC_L2LP-LITERATURE,Literature,,o.,organise and link ideas logically in a piece of text.,15
45c3494d92bf,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,a.,"recognise the distinctive natural and human-made features of their local areas, region and county",1
2df5b0b9dce5,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,b.,recognise the names and relative location of some natural and human-made features of their local areas,2
7646ca207fe5,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,c.,recognise cardinal directions during exploration of the local areas,3
9ee2ea629e7e,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,d.,use and record directions and routes on maps,4
63dd57f82223,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,e.,use and recognise maps and photographs of a variety of scales and purposes from their local areas,5
15a2fb47869e,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,f.,"appreciate the people, occupations and communities who live and work in their locality",6
b0b0d4e60d48,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,g.,recognise and record changes in natural features in their locality,7
cf54d3356c95,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,h.,explain the importance of local habitat for flora and fauna,8
42f4ebfd102d,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,i.,"investigate the influence of natural features on plants, on the lives of animals and on people",9
3d758f6bdc89,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,j.,"describe ways that natural features have been altered by people, plants or animals",10
1b32737b2f9f,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,k.,observe and recognise different flora and fauna,11
99032a582b25,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,l.,describe strategies to protect flora and/or fauna,12
4d994b65a486,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,m.,"record and display simple weather observations in systematic way using graphs, charts and common meteorological symbols",13
40bf397c7e4a,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,n.,recognise weather patterns and the impact of weather on people and places,14
899dfa0e8710,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,o.,use appropriate tools and equipment safely and effectively while undertaking an environmental activity,15
0a8505bcad14,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,p.,recognise symbols and signs relating to recycling,16
453d1479f278,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,q.,"recognise and sort categories of recyclable materials (plastic, paper, metal, etc.)",17
f0e175536703,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,r.,identify everyday items that can be reused or upcycled and design solutions for reuse or upcycle,18
3ab4e0647dbc,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,s.,recognise how our consumer choices affect the environment,19
15bd740f1015,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,t.,"recognise various ways to look after and protect places of significance (e.g. conservation, preservation, restoration)",20
4d3829fb70dc,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,u.,"explain why certain places are significant to different people (e.g., social, emotional, cultural, historical, personal significance)",21
8d16e995e88e,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,v.,describe a place of personal significance and explain their personal connection,22
dbe84742716e,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,w.,"demonstrate actions they can take to help care for and enhance special places (e.g., picking up litter, following rules, participating in preservation activities)",23
15426c26270c,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,x.,explore organisations that help to improve the local environment and/or significant places,24
2d53e2da4e96,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,y.,describe the importance of the organisations that help to improve the local environment and/or significant places,25
56d2ab7d2972,SC_L2LP,SC_L2LP-LOOKING-AFTER-MY-ENVIRONMENT,Looking after my Environment,,z.,demonstrate safe working practices while undertaking an environmental activity.,26
8b025c8c0db3,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,a.,recognise that money has a value,1
fac3f11fb195,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,b.,recognise and identify notes and coins,2
011e8de8eef9,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,c.,"recognise, engage with and use different forms of money such as cash, cards, contactless or apps",3
40e44b38deff,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,d.,recognise that some goods and services will cost more than others,4
40fefb7421b6,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,e.,identify the financial positives and negatives of shopping online,5
1103e182192e,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,f.,"recognise the range of online financial transactions that can take place, including banking and shopping online",6
4146032e7a3d,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,g.,discuss the importance of protecting personal data and identify steps to protect personal data,7
21db39dacf75,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,h.,discuss the importance of protecting their money and identify steps to protect their personal finances,8
5f3837fd3ed6,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,i.,"demonstrate an awareness of subscription services, pre-pay and bill pay",9
e0cf837cddcc,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,j.,recognise postage and import charges when buying online,10
cf71bc86e9da,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,k.,identify and interpret key aspects of shopping receipts,11
ff22b210bc4c,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,l.,identify and interpret information and terms used on a payslip,12
8de75ead3af2,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,m.,identify themselves as a consumer and outline the different ways they consume goods and services,13
f8fa5b463b94,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,n.,identify where to get consumer support and advice,14
c45326b41b33,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,o.,recognise what a guarantee and/or warranty is and understand how it can help when there is a problem with a purchase,15
69891da515c9,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,p.,understand what actions to take if there is a problem or concern with goods or services,16
1ee00bbb132b,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,q.,identify a situation when an item needs to be brought back or returned,17
8ae6038a7d06,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,r.,"provide appropriate feedback, positive or negative, on goods or services, in writing or verbally",18
f35fe604431e,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,s.,identify the importance of and understand budgeting and saving,19
1e3ee7487108,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,t.,identify opportunities to save money,20
8404a1bedc1d,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,u.,identify what a personal loan is,21
6733f930076d,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,v.,recognise when one might need a personal loan,22
121bf54e2089,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,w.,understand the process of and risks involved in borrowing money,23
d2dde385ab62,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,x.,identify and engage with the steps involved in setting up online banking,24
b501f5032114,SC_L2LP,SC_L2LP-MY-LIFE-MY-FINANCE,"My Life, My Finance",,y.,recognise and identify the features of banking online.,25
e41ae301736c,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,a.,"establish and manage a daily routine, including times of transition",1
6d9a9ba5fcb7,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,b.,"explore ways to support their personal health and wellbeing including physical activity, nutrition, sleep, social connections and hobbies",2
93af09d52ce7,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,c.,describe personal hygiene routines and demonstrate increased responsibility for personal care,3
37f10ed4aa5f,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,d.,"recognise positive and negative peer influence, both online and in person and demonstrate an appropriate response",4
400678863635,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,e.,"recognise rights, responsibilities and protections before the law as they grow into adulthood",5
84e1d8699a3b,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,f.,communicate in a respectful and effective manner,6
5165e4e637e3,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,g.,demonstrate sharing and turn taking in different contexts,7
546c0124c2ad,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,h.,communicate needs and wants assertively and respectfully,8
da57d793f016,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,i.,demonstrate refusal skills appropriately and effectively,9
83098ada02ef,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,j.,demonstrate how to address disagreements respectfully,10
b0bccbcf5d2f,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,k.,"describe their emotions and recognise the link between thoughts, feelings and behaviours",11
d821d4ed9d20,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,l.,"recognise helpful and unhelpful thinking patterns and behaviours and explore helpful ways of responding to and managing thoughts, feelings and behaviours",12
fcbf1ac84c0f,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,m.,recognise sensory overload and identify ways of responding,13
542b3c394161,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,n.,explore ways of managing stress and anxiety,14
e90c5b18eb5a,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,o.,recognise and appreciate their own unique identities,15
762f6ead2ef5,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,p.,explore the range of relationships that are important to them and ways to nurture these,16
06e2509302a0,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,q.,"demonstrate the skills needed for healthy relationships, both in person and online, including communicating respectfully, managing emotions, respecting boundaries",17
90de469021e7,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,r.,recognise examples/situations where people are treated unfairly or experience exclusion and identify helpful responses,18
316db3029834,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,s.,"recognise what sexual activity is, in the context of an adult healthy, respectful relationship",19
d2a952756e8c,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,t.,"appreciate the need to give and receive consent in the context of all interpersonal relationships, including within an adult sexual relationship",20
fd97a68a8046,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,u.,explore ways to support their sexual health,21
a82eb7ead4fd,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,v.,identify places and/or situations where they do and don’t feel safe and demonstrate skills for assessing and avoiding risks,22
1b421d3d27f3,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,w.,discuss ways to manage scenarios where they may feel pressure to engage in unhealthy or harmful behaviours,23
83e48588216d,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,x.,"identify ways in which substance use can impact on physical, social and emotional health",24
cb6c03b8661b,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,y.,"understand the consequences, including legal consequences, of accessing or sharing sexually explicit material",25
78ac6dec2c58,SC_L2LP,SC_L2LP-PERSONAL-CARE-CURRICULUM-AREA,Personal Care Curriculum Area,,z.,recognise health services and supports available locally and online and demonstrate how to access them,26
a994b1c72da6,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,a.,demonstrate a range of fundamental movement skills2,1
809e45b6e7dd,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,b.,apply relevant skills to perform in the range of physical activities,2
718989dde9d3,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,c.,demonstrate a range of exercises to improve physical fitness,3
e6ba4b390e7d,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,d.,maintain an exercise routine in a structured environment,4
867afc59f3fd,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,e.,set personal goals in relation to exercise or physical fitness and identify progress towards achieving these goals,5
9b69453c6af5,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,f.,demonstrate the principles of safe exercise practice across a range of physical activities,6
96427a78995a,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,g.,participate in a sport event or physical activity,7
7f9c0e727889,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,h.,reflect upon the experience of participating in sport event or physical activity,8
5f31900d6ae6,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,i.,"identify how each person’s role contributes to the success of a group, team or activity in a sporting event or physical activity",9
618a219538cd,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,j.,"identify a range of emotional and physical states before, during and after a physical activity",10
f9c41fcd15ab,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,k.,identify ways to recover after engaging in physical activity,11
4329c1445655,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,l.,recognise the essential elements of a healthy lifestyle,12
8ad42db615d4,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,m.,describe the benefits of regular exercise for general health and wellbeing,13
39a00c6c836f,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,n.,describe how different physical activities can enhance both mental and physical wellbeing,14
5b9b7374ac1b,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,o.,"identify key body parts (e.g. heart, lungs, muscles) and understand how these parts help support physical health",15
d668cecb90b3,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,p.,"recognise injury signs such as pain, swelling, bruising or bleeding and take appropriate action",16
0d41fa52beac,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,q.,identify opportunities in their school and local community for physical activities,17
1ec92ce0fd8d,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,r.,explain why the principles of fairness and safety are important to physical activity,18
bbf01af017e0,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,s.,communicate respectfully with participants and officials,19
dbb69f3d4a36,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,t.,explain how different lifestyle choices can impact on our health and wellbeing,20
ec911a5efc58,SC_L2LP,SC_L2LP-PHYSICAL-EDUCATION,Physical Education,,u.,communicate their personal preferences in relation to different physical activities,21
84e515cdb7fb,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,a.,"engage with different art elements such as texture, colour, materials using hands, tools or techniques",1
32bef29f8b83,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,b.,"choose elements such as texture, colour, lines, materials or form for a familiar task",2
c5551b1d16a8,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,c.,"identify dot, colour, line and shape and combine to observe the result",3
f3aec8c63080,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,d.,identify own skills and preferences in creating art,4
5fe41ab2c14a,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,e.,"follow example, familiar technique or processes to create a piece of work",5
c1ba8c30f46d,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,f.,"create a piece of art based on personal experience, emotion or imagination",6
0aeb0c684e26,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,g.,use art to represent emotions visually,7
037ba524b214,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,h.,"create art with an auditory component (e.g., making art that accompanies sounds or using materials that make noise when touched)",8
0f81d554ec7f,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,i.,communicate what inspired their work,9
47358568204b,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,j.,"describe the creative techniques, materials, processes, resources, tools or technologies used in creating their own work",10
43d8d936da4f,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,k.,identify good composition in a creative work,11
2b5df1ac20f0,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,l.,"respond to questions about particular aspects of a creative work, in everyday language",12
012d112dc1ac,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,m.,describe their work using appropriate language or terminology,13
ea07fb9f4dc0,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,n.,identify and recognise art in their local environment,14
5ee76bc761e3,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,o.,"express a preference on, or opinion of, a piece of art or another’s work",15
bff5e7e13e60,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,p.,express an opinion about how a piece of work should look,16
2c118c84320a,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,q.,prepare own work for display and display own work,17
b11dc2d37f5c,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,r.,"understand some technical language e.g. shade, brief, tone",18
bd7580c468cb,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,s.,work to a given brief,19
2e557c258268,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,t.,"recognise art from different cultures, periods in time and artistic styles",20
16108eddf926,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,u.,express ideas on art from other cultures,21
afb115804ce9,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,v.,"demonstrate knowledge of some artists, designers and genres from different places and times",22
f0c52097c0ad,SC_L2LP,SC_L2LP-VISUAL-ART,Visual Art,,w.,recognise how some styles and designs are associated with their cultural past and present,23
